w1,w2,w3,w4,w5,w6,fval
1.205269e+00,9.246924e-01,1.094855e+00,9.091105e-01,9.798862e-01,9.581849e-01,1.522791e-10
8.471207e-01,1.007337e+00,9.977314e-01,1.034846e+00,1.048477e+00,1.078088e+00,2.158578e-10
1.211381e+00,9.190847e-01,1.092207e+00,9.091705e-01,9.822904e-01,9.685054e-01,8.893889e-10
8.510911e-01,1.008365e+00,9.936108e-01,1.032581e+00,1.049415e+00,1.077940e+00,6.290508e-10
1.216150e+00,8.849073e-01,1.086200e+00,9.937253e-01,9.487773e-01,9.045716e-01,1.533066e-10
8.547544e-01,1.012886e+00,9.893157e-01,1.029305e+00,1.049103e+00,1.073276e+00,6.220330e-10
1.217897e+00,1.073724e+00,1.024408e+00,9.316514e-01,1.011634e+00,8.884147e-01,7.438773e-10
8.582541e-01,1.017250e+00,9.899088e-01,1.033338e+00,1.042594e+00,1.067957e+00,5.235136e-10
1.223367e+00,1.092694e+00,1.020020e+00,9.360702e-01,1.004024e+00,8.859114e-01,2.854011e-10
8.605736e-01,1.013500e+00,1.003528e+00,1.040511e+00,1.040866e+00,1.069685e+00,1.591927e-09
1.225400e+00,1.076058e+00,1.033378e+00,9.752740e-01,9.497516e-01,8.833595e-01,1.335955e-09
8.608461e-01,9.962342e-01,1.016804e+00,1.053689e+00,1.042241e+00,1.063542e+00,1.936608e-12
1.189154e+00,9.818833e-01,1.115316e+00,9.647087e-01,8.496202e-01,8.966635e-01,9.023248e-10
8.740989e-01,1.010765e+00,9.910395e-01,1.061774e+00,1.000892e+00,1.083263e+00,6.273371e-11
1.179546e+00,9.809297e-01,1.121818e+00,9.690048e-01,8.464235e-01,8.947205e-01,1.046301e-09

1.017422e+00,1.001049e+00,1.012411e+00,1.017263e+00,1.004950e+00,9.866931e-01


8.222510e-01,1.029074e+00,1.033052e+00,1.007209e+00,1.092623e+00,1.012968e+00,7.891326e-10
1.177494e+00,9.724905e-01,9.281917e-01,1.073237e+00,9.599710e-01,9.426175e-01,4.419685e-12
8.237521e-01,1.029840e+00,1.024659e+00,1.011096e+00,1.095886e+00,1.015530e+00,3.034312e-10
1.179495e+00,9.751660e-01,9.243928e-01,1.079124e+00,9.638001e-01,9.422812e-01,5.900217e-11
8.250283e-01,1.028177e+00,1.037585e+00,1.013954e+00,1.085502e+00,1.015040e+00,3.293581e-10
1.181336e+00,9.668143e-01,9.262275e-01,1.074872e+00,9.531120e-01,9.475625e-01,5.060846e-11
8.264601e-01,1.033239e+00,1.030852e+00,1.001508e+00,1.086740e+00,1.020042e+00,6.418846e-11
1.183096e+00,9.629413e-01,9.236184e-01,1.074304e+00,9.676564e-01,9.368626e-01,1.513717e-11
8.275229e-01,1.036143e+00,1.035018e+00,9.988689e-01,1.084171e+00,1.013938e+00,2.541925e-10
1.184300e+00,9.811332e-01,9.212567e-01,1.079695e+00,9.500658e-01,9.364050e-01,6.405522e-11
8.284355e-01,1.027026e+00,1.036028e+00,1.002788e+00,1.090977e+00,1.008979e+00,1.096225e-10
1.185555e+00,9.382406e-01,9.194118e-01,1.084783e+00,9.580933e-01,9.820154e-01,2.980445e-11
8.293791e-01,1.010676e+00,1.033525e+00,1.000588e+00,1.090148e+00,1.029256e+00,1.248669e-10
1.186877e+00,9.410503e-01,9.496690e-01,1.080753e+00,9.182092e-01,9.829247e-01,3.875982e-11
8.302691e-01,1.004209e+00,1.098626e+00,1.017533e+00,1.028729e+00,1.020262e+00,8.665598e-11
1.187952e+00,1.090244e+00,9.829388e-01,9.851693e-01,9.228345e-01,9.456828e-01,7.311577e-11
8.311924e-01,1.004523e+00,1.007861e+00,1.093079e+00,1.029791e+00,1.057222e+00,1.254253e-10
1.189252e+00,1.086847e+00,9.313919e-01,9.619940e-01,9.165848e-01,9.806630e-01,4.358621e-11
8.321456e-01,1.008556e+00,1.005425e+00,1.084982e+00,1.039283e+00,1.054406e+00,6.696591e-11
1.190544e+00,1.095637e+00,9.368715e-01,9.460904e-01,9.134487e-01,9.786626e-01,3.024660e-11
8.332739e-01,1.012097e+00,1.002162e+00,1.084911e+00,1.039694e+00,1.049416e+00,3.155976e-12
1.192387e+00,1.093356e+00,9.366468e-01,9.486054e-01,9.812886e-01,9.117148e-01,1.842100e-12
8.346258e-01,1.011686e+00,1.002143e+00,1.083295e+00,1.049515e+00,1.040540e+00,4.958099e-11
1.194776e+00,9.242193e-01,1.093205e+00,9.586669e-01,9.836486e-01,9.193240e-01,1.183280e-10
8.361782e-01,1.008972e+00,1.002415e+00,1.081498e+00,1.049850e+00,1.039705e+00,2.136907e-10
1.196858e+00,9.260749e-01,1.103279e+00,9.592043e-01,9.714136e-01,9.092647e-01,2.345846e-11
8.380449e-01,1.009959e+00,1.002380e+00,1.094007e+00,1.048677e+00,1.024934e+00,3.814272e-11
1.199833e+00,9.193446e-01,1.105003e+00,9.600678e-01,9.775043e-01,9.143020e-01,1.334138e-11
8.402218e-01,1.012732e+00,9.912579e-01,1.084788e+00,1.054404e+00,1.029959e+00,1.745701e-11
1.203303e+00,9.201532e-01,1.097726e+00,9.615421e-01,9.792976e-01,9.120689e-01,1.207801e-10
8.428025e-01,1.013988e+00,9.851872e-01,1.083459e+00,1.056732e+00,1.028786e+00,1.031951e-11
1.207086e+00,9.230335e-01,1.094987e+00,9.075931e-01,9.856852e-01,9.570595e-01,1.758384e-10
8.461367e-01,1.006836e+00,9.941659e-01,1.036463e+00,1.052647e+00,1.077939e+00,9.930271e-11
1.211226e+00,9.314212e-01,1.093385e+00,9.005268e-01,9.734337e-01,9.570303e-01,2.704066e-10
8.488479e-01,1.007211e+00,1.000962e+00,1.039432e+00,1.045631e+00,1.071271e+00,4.375610e-10
1.218270e+00,8.864780e-01,1.085081e+00,9.999098e-01,9.416732e-01,9.033224e-01,1.028924e-10
8.531414e-01,1.019192e+00,9.874543e-01,1.037317e+00,1.045102e+00,1.068050e+00,1.523910e-10
1.218974e+00,1.075901e+00,1.025629e+00,9.374380e-01,1.014599e+00,8.808850e-01,4.898042e-10
8.577827e-01,1.008098e+00,9.880645e-01,1.038906e+00,1.044003e+00,1.069580e+00,3.572709e-10
1.225046e+00,1.097031e+00,1.017430e+00,9.331628e-01,1.004580e+00,8.813541e-01,1.033518e-09
8.596609e-01,1.011453e+00,1.000155e+00,1.042041e+00,1.043076e+00,1.068059e+00,9.744664e-10
1.227604e+00,1.100208e+00,1.025389e+00,9.651326e-01,9.530524e-01,8.808615e-01,2.594977e-10
8.588294e-01,1.003419e+00,1.013717e+00,1.052313e+00,1.041100e+00,1.059317e+00,3.294520e-11
1.192468e+00,9.795473e-01,1.111045e+00,9.732696e-01,8.365587e-01,8.872292e-01,3.026719e-10
8.715306e-01,1.012118e+00,9.913137e-01,1.061486e+00,1.002619e+00,1.082319e+00,1.787827e-10
1.185187e+00,9.759450e-01,1.120986e+00,9.717805e-01,8.676757e-01,8.933094e-01,1.622099e-09

1.017749e+00,1.002446e+00,1.012125e+00,1.018879e+00,1.004154e+00,9.856722e-01


8.183261e-01,1.028630e+00,1.027759e+00,1.008192e+00,1.094785e+00,1.021552e+00,9.000000e-10
1.182922e+00,9.760307e-01,9.202310e-01,1.077309e+00,9.626905e-01,9.369360e-01,9.277507e-11
8.202519e-01,1.030588e+00,1.030029e+00,1.004198e+00,1.096279e+00,1.012604e+00,6.790957e-10
1.185090e+00,9.733317e-01,9.214301e-01,1.076889e+00,9.637903e-01,9.351286e-01,9.008192e-11
8.215706e-01,1.029917e+00,1.037338e+00,9.990398e-01,1.088503e+00,1.020937e+00,2.454551e-10
1.186521e+00,9.814955e-01,9.209009e-01,1.088541e+00,9.493881e-01,9.297565e-01,1.338076e-10
8.225787e-01,1.026266e+00,1.028535e+00,1.010756e+00,1.095986e+00,1.016254e+00,4.929466e-10
1.188164e+00,9.834322e-01,9.189552e-01,1.086714e+00,9.565288e-01,9.366359e-01,4.341199e-11
8.236207e-01,1.033499e+00,1.021319e+00,1.011211e+00,1.097031e+00,1.014629e+00,2.933390e-10
1.189584e+00,9.846169e-01,9.143610e-01,1.085940e+00,9.498542e-01,9.400433e-01,4.722006e-11
8.246444e-01,1.030816e+00,1.023798e+00,1.004517e+00,1.096485e+00,1.022002e+00,4.669732e-10
1.190822e+00,9.364402e-01,9.120312e-01,1.095884e+00,9.463542e-01,9.889397e-01,3.211378e-12
8.255784e-01,1.017592e+00,1.027106e+00,1.007925e+00,1.093742e+00,1.030122e+00,2.268191e-10
1.192183e+00,9.366252e-01,9.462911e-01,1.098691e+00,9.104332e-01,9.929320e-01,2.283094e-12
8.265509e-01,1.012929e+00,1.083134e+00,1.009220e+00,1.036686e+00,1.031510e+00,1.398205e-11
1.193266e+00,1.097383e+00,9.822783e-01,9.825841e-01,9.113380e-01,9.488208e-01,2.285999e-11
8.274707e-01,9.992662e-01,1.014120e+00,1.084951e+00,1.033810e+00,1.054285e+00,1.823387e-10
1.194484e+00,1.092775e+00,9.306430e-01,9.505963e-01,9.166904e-01,9.838050e-01,2.909623e-11
8.284513e-01,9.999326e-01,1.009862e+00,1.088923e+00,1.034732e+00,1.057486e+00,3.515130e-11
1.195960e+00,1.089180e+00,9.346233e-01,9.469139e-01,9.139823e-01,9.863824e-01,4.264692e-11
8.296627e-01,1.007472e+00,1.006189e+00,1.098374e+00,1.027688e+00,1.056586e+00,3.918104e-11
1.197958e+00,1.096610e+00,9.256762e-01,9.561860e-01,9.808894e-01,9.131205e-01,1.427984e-11
8.309530e-01,1.011049e+00,1.006176e+00,1.089482e+00,1.053721e+00,1.035188e+00,3.650175e-11
1.200136e+00,9.174708e-01,1.105302e+00,9.627518e-01,9.771636e-01,9.147140e-01,1.498635e-11
8.324074e-01,1.010083e+00,1.004668e+00,1.080557e+00,1.055318e+00,1.041518e+00,7.406510e-11
1.202302e+00,9.160748e-01,1.104013e+00,9.554296e-01,9.786966e-01,9.092591e-01,8.856895e-11
8.341911e-01,1.000076e+00,1.013740e+00,1.084617e+00,1.049362e+00,1.040629e+00,5.155535e-12
1.205136e+00,9.247301e-01,1.096102e+00,9.566857e-01,9.775288e-01,9.092515e-01,3.198130e-11
8.362874e-01,1.006393e+00,1.005241e+00,1.080959e+00,1.049533e+00,1.041349e+00,5.290796e-11
1.209344e+00,9.169897e-01,1.090937e+00,9.692986e-01,9.862657e-01,9.096402e-01,7.218256e-11
8.389113e-01,1.009316e+00,9.962092e-01,1.088773e+00,1.054016e+00,1.028483e+00,2.179884e-11
1.212390e+00,9.245618e-01,1.096228e+00,9.028615e-01,9.826154e-01,9.652137e-01,3.224948e-10
8.425902e-01,1.011029e+00,9.933566e-01,1.028642e+00,1.052636e+00,1.085897e+00,4.111299e-12
1.217776e+00,9.243135e-01,1.092570e+00,9.063871e-01,9.818394e-01,9.635138e-01,5.049648e-10
8.461264e-01,1.006443e+00,9.947949e-01,1.038539e+00,1.052498e+00,1.075826e+00,9.677034e-11
1.222930e+00,8.742634e-01,1.093583e+00,1.000667e+00,9.443002e-01,9.005220e-01,2.300774e-11
8.497635e-01,1.010942e+00,9.917407e-01,1.033097e+00,1.048513e+00,1.076906e+00,2.378903e-10
1.227707e+00,1.092456e+00,1.007753e+00,9.262589e-01,1.008363e+00,8.958565e-01,3.586739e-10
8.533620e-01,1.009676e+00,9.957496e-01,1.037505e+00,1.045158e+00,1.070449e+00,7.820144e-10
1.230721e+00,1.092606e+00,1.016037e+00,9.251895e-01,1.009689e+00,8.861585e-01,2.928467e-10
8.559767e-01,1.002639e+00,1.002088e+00,1.052176e+00,1.040351e+00,1.058514e+00,1.178863e-09
1.219083e+00,1.095729e+00,1.055052e+00,9.557280e-01,9.530805e-01,8.753362e-01,8.892920e-10
8.590997e-01,1.006704e+00,1.001223e+00,1.039048e+00,1.044263e+00,1.070726e+00,3.973872e-10
1.198774e+00,9.695811e-01,1.119072e+00,9.642259e-01,8.469976e-01,8.867150e-01,3.162727e-10
8.584015e-01,1.007901e+00,1.000962e+00,1.065800e+00,1.006446e+00,1.080685e+00,3.901591e-10
1.185352e+00,9.825900e-01,1.127428e+00,9.691413e-01,8.581801e-01,8.938437e-01,4.516551e-10

1.018160e+00,1.001923e+00,1.011883e+00,1.019291e+00,1.004657e+00,9.879709e-01


8.182539e-01,1.031310e+00,1.030030e+00,1.006692e+00,1.093566e+00,1.018646e+00,6.384583e-10
1.182944e+00,9.827953e-01,9.178700e-01,1.077312e+00,9.581171e-01,9.411047e-01,9.022630e-11
8.199516e-01,1.024373e+00,1.032767e+00,1.005623e+00,1.094713e+00,1.017802e+00,6.739482e-10
1.185312e+00,9.768273e-01,9.191817e-01,1.077559e+00,9.647423e-01,9.360471e-01,2.306765e-11
8.215370e-01,1.041951e+00,1.024663e+00,1.000657e+00,1.096031e+00,1.008199e+00,6.776557e-10
1.186707e+00,9.818913e-01,9.209742e-01,1.084995e+00,9.498254e-01,9.374036e-01,1.056953e-10
8.223793e-01,1.032711e+00,1.027170e+00,1.016037e+00,1.091618e+00,1.010311e+00,3.813456e-10
1.188374e+00,9.830648e-01,9.186779e-01,1.085882e+00,9.591438e-01,9.356323e-01,3.408274e-11
8.235058e-01,1.033791e+00,1.021218e+00,1.011022e+00,1.096955e+00,1.014595e+00,2.045984e-10
1.189855e+00,9.755070e-01,9.172937e-01,1.084044e+00,9.628391e-01,9.323743e-01,6.546879e-11
8.245124e-01,1.031177e+00,1.023453e+00,1.004086e+00,1.096419e+00,1.022626e+00,7.586587e-10
1.191050e+00,9.379345e-01,9.128109e-01,1.093045e+00,9.467028e-01,9.863928e-01,7.916193e-12
8.253917e-01,1.014176e+00,1.031496e+00,1.015576e+00,1.092118e+00,1.025796e+00,3.689581e-10
1.192436e+00,9.363852e-01,9.476490e-01,1.094943e+00,9.123937e-01,9.842974e-01,1.484096e-12
8.263931e-01,1.021808e+00,1.088614e+00,1.000597e+00,1.028247e+00,1.033545e+00,7.083174e-11
1.193474e+00,1.097713e+00,9.841486e-01,9.781265e-01,9.106688e-01,9.515247e-01,3.644372e-11
8.273063e-01,1.000474e+00,1.013186e+00,1.085119e+00,1.034796e+00,1.053967e+00,8.286828e-10
1.194734e+00,1.093326e+00,9.286807e-01,9.534340e-01,9.165737e-01,9.828713e-01,1.983760e-11
8.282891e-01,1.002912e+00,1.008564e+00,1.087292e+00,1.039856e+00,1.055668e+00,5.175814e-10
1.196256e+00,1.101381e+00,9.219272e-01,9.548206e-01,9.145413e-01,9.825464e-01,1.259183e-10
8.294765e-01,1.002075e+00,1.008241e+00,1.089755e+00,1.034743e+00,1.056742e+00,2.849447e-10
1.198214e+00,1.093242e+00,9.257716e-01,9.599729e-01,9.833340e-01,9.127591e-01,4.782075e-11
8.308107e-01,1.006979e+00,1.007146e+00,1.084368e+00,1.054854e+00,1.040185e+00,6.185291e-11
1.200163e+00,9.181290e-01,1.107862e+00,9.588114e-01,9.789497e-01,9.126227e-01,1.046168e-11
8.323726e-01,1.007940e+00,1.004928e+00,1.087303e+00,1.055086e+00,1.035461e+00,5.383867e-11
1.202513e+00,9.221738e-01,1.101595e+00,9.566677e-01,9.820878e-01,9.095712e-01,1.495066e-10
8.340965e-01,1.001303e+00,1.012087e+00,1.085800e+00,1.049695e+00,1.038747e+00,6.092698e-12
1.205322e+00,9.239890e-01,1.097078e+00,9.581560e-01,9.770935e-01,9.086686e-01,1.071824e-10
8.362653e-01,1.005516e+00,1.003504e+00,1.087843e+00,1.052722e+00,1.033247e+00,1.517300e-11
1.209252e+00,9.187049e-01,1.092861e+00,9.697338e-01,9.820025e-01,9.069229e-01,7.227928e-10
8.387559e-01,1.010232e+00,9.960407e-01,1.086826e+00,1.053579e+00,1.030166e+00,7.342949e-12
1.212697e+00,9.231241e-01,1.095936e+00,9.027050e-01,9.825724e-01,9.663865e-01,1.766650e-10
8.425787e-01,1.011890e+00,9.897970e-01,1.033679e+00,1.055069e+00,1.080538e+00,4.058717e-12
1.217996e+00,9.220808e-01,1.093660e+00,9.052781e-01,9.816697e-01,9.648087e-01,6.688612e-10
8.452942e-01,1.005842e+00,1.001757e+00,1.046275e+00,1.047005e+00,1.069266e+00,4.310109e-11
1.223040e+00,8.747555e-01,1.093341e+00,9.996638e-01,9.436032e-01,9.015682e-01,2.112656e-11
8.488020e-01,1.008504e+00,9.992857e-01,1.042361e+00,1.045538e+00,1.069423e+00,1.801477e-10
1.227150e+00,1.093881e+00,1.008733e+00,9.272726e-01,1.008720e+00,8.939998e-01,2.034547e-09
8.539073e-01,1.013622e+00,9.911152e-01,1.030917e+00,1.046452e+00,1.073318e+00,1.052123e-09
1.230626e+00,1.093017e+00,1.016652e+00,9.251209e-01,1.008833e+00,8.860629e-01,2.836606e-10
8.554544e-01,1.005133e+00,1.003310e+00,1.047116e+00,1.041753e+00,1.059802e+00,3.453038e-11
1.219291e+00,1.096195e+00,1.054665e+00,9.561053e-01,9.528319e-01,8.759712e-01,9.317434e-10
8.602284e-01,1.004026e+00,1.000882e+00,1.037400e+00,1.045329e+00,1.075689e+00,2.356499e-09
1.198385e+00,9.694656e-01,1.119391e+00,9.602737e-01,8.468069e-01,8.863367e-01,5.121221e-10
8.583830e-01,1.005946e+00,1.000959e+00,1.070951e+00,1.005587e+00,1.079032e+00,3.518010e-10
1.185588e+00,9.821805e-01,1.127772e+00,9.696927e-01,8.565706e-01,8.944053e-01,1.253045e-09

1.018159e+00,1.002640e+00,1.011842e+00,1.019498e+00,1.005051e+00,9.868054e-01


8.178593e-01,1.027334e+00,1.032377e+00,1.009257e+00,1.090602e+00,1.021800e+00,2.202398e-10
1.183532e+00,9.818700e-01,9.175836e-01,1.081139e+00,9.660046e-01,9.328703e-01,7.717362e-11
8.197560e-01,1.026201e+00,1.031854e+00,1.003000e+00,1.095414e+00,1.018828e+00,9.952723e-10
1.185653e+00,9.713377e-01,9.256112e-01,1.077789e+00,9.602963e-01,9.349914e-01,2.685907e-10
8.212224e-01,1.038643e+00,1.028757e+00,1.002694e+00,1.095016e+00,1.008136e+00,1.108059e-09
1.186965e+00,9.861584e-01,9.212852e-01,1.090709e+00,9.481477e-01,9.345278e-01,1.574086e-10
8.221188e-01,1.033453e+00,1.027044e+00,1.016260e+00,1.092707e+00,1.009869e+00,3.762659e-10
1.188673e+00,9.835627e-01,9.144538e-01,1.085425e+00,9.496174e-01,9.411951e-01,2.623258e-11
8.233087e-01,1.030529e+00,1.023685e+00,1.006749e+00,1.096643e+00,1.021941e+00,1.677301e-09
1.190179e+00,9.791867e-01,9.154789e-01,1.084410e+00,9.591855e-01,9.344690e-01,5.328799e-11
8.241799e-01,1.025920e+00,1.030254e+00,1.014925e+00,1.094102e+00,1.015264e+00,4.257632e-10
1.191418e+00,9.379252e-01,9.125621e-01,1.092355e+00,9.469850e-01,9.864586e-01,1.197913e-12
8.251585e-01,1.014183e+00,1.037202e+00,1.013851e+00,1.087163e+00,1.026659e+00,2.166359e-10
1.192780e+00,9.323919e-01,9.546313e-01,1.097364e+00,9.106814e-01,9.900072e-01,7.997325e-12
8.261596e-01,1.021789e+00,1.086294e+00,9.996521e-01,1.030113e+00,1.033757e+00,2.613413e-10
1.193813e+00,1.095716e+00,9.785597e-01,9.817733e-01,9.120134e-01,9.561700e-01,9.382666e-12
8.270857e-01,1.000445e+00,1.019002e+00,1.082241e+00,1.034291e+00,1.052271e+00,2.173009e-10
1.194995e+00,1.098126e+00,9.303414e-01,9.497586e-01,9.164386e-01,9.813167e-01,5.028752e-11
8.280401e-01,1.005784e+00,1.010295e+00,1.082912e+00,1.041920e+00,1.055600e+00,3.019809e-10
1.196594e+00,1.100603e+00,9.257044e-01,9.599802e-01,9.101076e-01,9.719189e-01,9.251107e-11
8.292468e-01,1.003723e+00,1.008638e+00,1.088022e+00,1.037529e+00,1.055782e+00,2.640963e-10
1.198568e+00,1.099898e+00,9.187230e-01,9.630523e-01,9.806253e-01,9.135423e-01,1.862494e-11
8.306464e-01,1.007723e+00,1.006059e+00,1.087057e+00,1.055027e+00,1.039708e+00,2.081927e-10
1.200596e+00,9.180173e-01,1.101826e+00,9.628271e-01,9.786278e-01,9.121215e-01,2.870137e-11
8.321946e-01,1.005615e+00,1.008263e+00,1.088728e+00,1.054453e+00,1.035797e+00,2.021325e-10
1.202828e+00,9.229612e-01,1.099813e+00,9.578460e-01,9.810446e-01,9.095057e-01,2.198386e-11
8.339149e-01,1.003013e+00,1.010284e+00,1.085688e+00,1.050038e+00,1.038154e+00,5.346114e-13
1.205841e+00,9.187710e-01,1.098424e+00,9.643155e-01,9.772090e-01,9.076492e-01,1.467194e-10
8.360724e-01,1.005736e+00,1.003429e+00,1.085648e+00,1.052671e+00,1.035488e+00,1.202564e-10
1.209720e+00,9.195199e-01,1.089822e+00,9.688349e-01,9.847470e-01,9.097778e-01,1.787053e-10
8.386055e-01,1.009833e+00,9.961908e-01,1.084259e+00,1.053735e+00,1.033029e+00,5.884752e-11
1.212872e+00,9.240365e-01,1.096239e+00,9.030621e-01,9.819116e-01,9.654188e-01,3.105268e-10
8.423139e-01,1.011962e+00,9.900336e-01,1.036143e+00,1.054514e+00,1.077620e+00,2.384347e-12
1.217636e+00,9.243347e-01,1.093292e+00,9.017603e-01,9.848741e-01,9.588897e-01,3.898395e-10
8.450723e-01,1.009182e+00,1.000679e+00,1.042668e+00,1.046944e+00,1.071645e+00,4.295406e-11
1.223324e+00,8.761037e-01,1.091565e+00,9.996313e-01,9.449509e-01,8.994343e-01,4.198768e-11
8.488269e-01,1.008031e+00,9.990287e-01,1.035690e+00,1.046452e+00,1.075783e+00,8.801377e-11
1.227125e+00,1.093269e+00,1.009881e+00,9.297420e-01,1.007575e+00,8.910231e-01,1.109403e-09
8.535266e-01,1.014431e+00,9.903542e-01,1.032351e+00,1.046447e+00,1.071776e+00,4.869036e-10
1.230403e+00,1.098915e+00,1.014763e+00,9.249039e-01,1.005102e+00,8.825828e-01,5.025562e-10
8.554704e-01,1.002083e+00,1.001378e+00,1.053497e+00,1.041012e+00,1.056393e+00,4.451632e-10
1.221115e+00,1.097464e+00,1.052646e+00,9.493538e-01,9.556995e-01,8.787873e-01,5.045034e-10
8.587852e-01,1.008448e+00,1.001380e+00,1.038869e+00,1.044105e+00,1.072669e+00,1.847218e-09
1.198179e+00,9.686932e-01,1.119778e+00,9.618973e-01,8.520301e-01,8.836589e-01,5.248954e-10
8.592191e-01,1.008586e+00,9.985897e-01,1.064501e+00,1.008767e+00,1.080089e+00,2.942323e-10
1.177252e+00,9.960169e-01,1.128874e+00,9.549608e-01,8.560651e-01,8.846450e-01,1.789848e-09

1.018018e+00,1.003207e+00,1.012020e+00,1.019512e+00,1.004774e+00,9.862830e-01


8.244943e-01,1.028856e+00,1.025898e+00,1.010473e+00,1.095890e+00,1.017843e+00,2.003864e-09
1.174180e+00,9.749780e-01,9.306670e-01,1.068879e+00,9.591164e-01,9.429965e-01,6.477182e-11
8.262939e-01,1.033779e+00,1.031669e+00,1.000205e+00,1.085793e+00,1.020678e+00,2.007354e-10
1.176006e+00,9.577895e-01,9.296390e-01,1.075115e+00,9.525696e-01,9.452574e-01,1.865223e-11
8.277745e-01,1.036056e+00,1.030313e+00,9.970404e-01,1.084337e+00,1.021549e+00,2.199222e-10
1.178100e+00,9.674001e-01,9.306133e-01,1.069798e+00,9.585675e-01,9.412289e-01,2.135412e-11
8.288825e-01,1.024615e+00,1.033626e+00,1.007150e+00,1.092041e+00,1.007224e+00,2.245837e-10
1.179547e+00,9.644436e-01,9.276657e-01,1.074089e+00,9.604503e-01,9.419882e-01,3.776304e-11
8.298630e-01,1.024055e+00,1.043301e+00,1.009394e+00,1.083161e+00,1.004187e+00,2.187474e-10
1.180969e+00,9.722439e-01,9.269476e-01,1.072694e+00,9.617743e-01,9.378106e-01,1.035951e-10
8.308233e-01,1.027027e+00,1.038337e+00,1.006363e+00,1.086725e+00,1.005787e+00,5.958875e-11
1.182192e+00,9.419705e-01,9.197288e-01,1.076464e+00,9.566047e-01,9.803231e-01,4.807455e-11
8.317773e-01,1.011118e+00,1.034438e+00,1.001286e+00,1.087731e+00,1.026924e+00,1.460202e-11
1.183450e+00,9.348302e-01,9.536188e-01,1.083208e+00,9.208960e-01,9.783649e-01,9.708748e-11
8.326946e-01,1.006002e+00,1.085942e+00,1.007983e+00,1.037088e+00,1.030195e+00,1.602621e-11
1.184536e+00,1.069017e+00,9.737539e-01,1.002584e+00,9.207394e-01,9.554595e-01,8.570006e-11
8.336387e-01,1.013275e+00,1.000773e+00,1.086001e+00,1.039194e+00,1.049400e+00,1.991133e-12
1.185727e+00,1.084414e+00,9.377040e-01,9.646914e-01,9.189400e-01,9.774818e-01,2.556849e-10
8.346422e-01,1.008771e+00,1.003894e+00,1.086510e+00,1.036042e+00,1.050287e+00,2.043033e-11
1.187067e+00,1.088518e+00,9.342514e-01,9.481957e-01,9.229795e-01,9.867279e-01,1.213909e-10
8.358585e-01,1.001296e+00,1.007384e+00,1.092080e+00,1.026986e+00,1.052196e+00,8.646764e-11
1.188932e+00,1.090405e+00,9.355171e-01,9.529237e-01,9.816475e-01,9.161282e-01,5.631934e-11
8.371382e-01,1.000742e+00,1.009551e+00,1.082242e+00,1.050847e+00,1.036568e+00,8.585441e-12
1.191075e+00,9.309219e-01,1.090848e+00,9.586215e-01,9.815096e-01,9.133258e-01,4.356942e-11
8.388462e-01,1.009954e+00,1.002208e+00,1.096969e+00,1.048945e+00,1.021507e+00,3.755209e-11
1.193267e+00,9.335381e-01,1.092753e+00,9.539357e-01,9.829559e-01,9.120567e-01,1.888344e-12
8.407069e-01,1.012290e+00,9.939208e-01,1.095834e+00,1.052426e+00,1.019692e+00,5.958610e-13
1.195982e+00,9.282504e-01,1.099100e+00,9.547242e-01,9.789379e-01,9.126004e-01,2.181480e-11
8.427875e-01,1.014355e+00,9.874540e-01,1.082626e+00,1.054731e+00,1.030192e+00,1.536091e-12
1.199501e+00,9.176560e-01,1.106341e+00,9.666811e-01,9.730957e-01,9.099332e-01,7.524807e-13
8.450782e-01,1.013167e+00,9.898228e-01,1.077868e+00,1.052356e+00,1.033266e+00,3.930970e-11
1.203575e+00,9.211045e-01,1.098631e+00,9.103033e-01,9.814923e-01,9.596719e-01,1.287508e-10
8.481537e-01,1.007023e+00,9.999527e-01,1.038307e+00,1.045073e+00,1.074391e+00,1.152414e-11
1.208306e+00,9.212237e-01,1.097817e+00,9.080691e-01,9.741376e-01,9.620525e-01,8.264653e-10
8.520083e-01,1.010727e+00,9.939528e-01,1.032598e+00,1.047950e+00,1.075968e+00,6.907546e-11
1.214267e+00,8.885942e-01,1.089092e+00,9.864654e-01,9.470412e-01,9.110032e-01,2.723027e-10
8.564215e-01,1.013744e+00,9.855411e-01,1.030504e+00,1.047027e+00,1.075418e+00,5.877635e-10
1.214704e+00,1.080826e+00,1.029902e+00,9.395222e-01,1.018410e+00,8.801783e-01,2.699026e-10
8.600900e-01,1.022776e+00,9.836446e-01,1.034247e+00,1.046033e+00,1.070280e+00,2.854770e-09
1.222532e+00,1.087976e+00,1.022372e+00,9.362396e-01,1.004863e+00,8.876964e-01,3.406909e-10
8.596226e-01,1.010364e+00,1.011308e+00,1.043980e+00,1.039869e+00,1.067488e+00,5.847301e-10
1.220145e+00,1.102526e+00,1.037150e+00,9.617680e-01,9.495022e-01,8.884648e-01,4.353112e-10
